content,label,raw
Aq ngikut apa kata Bung Karno aja.. :backhand_index_pointing_right: Jgn jd Arab jika engkau Islam :backhand_index_pointing_right: Jgn jd Yahudi jika engkau Nasrani :backhand_index_pointing_right: Jgn jd India jika engkau Hindu Jati diri Bangsa Indonesia hrs dipertahankan selama Merah Putih berkibar di Bumi Indonesia.. <hashtag> <link>,0,Aq ngikut apa kata Bung Karno aja .. Ã°Å¸â€˜â€° Jgn jd Arab jika engkau Islam Ã°Å¸â€˜â€° Jgn jd Yahudi jika engkau Nasrani Ã°Å¸â€˜â€° Jgn jd India jika engkau Hindu Jati diri Bangsa Indonesia hrs dipertahankan selama Merah Putih berkibar di Bumi Indonesia .. <hashtag> <link>
Huuh dasar payah ! [REPPUNC] Beraninya cuma kasih harapan gak berani buat buktikan !,0,Huuh dasar payah !! Beraninya cuma kasih harapan gak berani buat buktikan !
Minggu pagi pergi tamasya Jangan lupa untuk mandi Selamat pagi Indonesia Saatnya kita mengabdi <link> <hashtag>,0,Minggu pagi pergi tamasya Jangan lupa untuk mandi Selamat pagi Indonesia Saatnya kita mengabdi <link> <hashtag> <hashtag> <hashtag> <hashtag>
Amien Rais menyebutnya sebagai partai Allah setiap saat ribut saling serang antar anggota parta i.. Partai apakah itu ! [REPPUNC],1,Amien Rais menyebutnya sebagai partai Allah setiap saat ribut saling serang antar anggota parta i.. Partai apakah itu? ??
menimbulkan kerugian pihak yang dibohongi atau yang ditipu.,0,menimbulkan kerugian pihak yang dibohongi atau yang ditipu .
Selamat mengemban Amanat Rakyat untuk membawa Indonesia Maju. [REPPUNC] <hashtag>,0,Selamat mengemban Amanat Rakyat untuk membawa Indonesia Maju ... <hashtag>
<username> Semoga sukses selalu ya [ELONG],0,<username> Semoga sukses selalu yaaa
<username> sadarnya pas udah lulus wah kok dulu gua tolol gini astagfirullah astagfirullah maaf ya ngakak bgt akutu,0,<username> <username> <username> sadarnya pas udah lulus wah kok dulu gua tolol gini astagfirullah astagfirullah maaf ya ngakak bgt akutu
<username> pejabat apa saya kan satpam,0,<username> pejabat apa saya kan satpam
Luar biasa ini gagasan kemendikbud yang saya nantikan. Salam hormat pak Nadiem. <link>,0,Luar biasa ini gagasan kemendikbud yang saya nantikan . Salam hormat pak Nadiem . <link>
Kepada Pak Nadiem Makarim terima kasih karena anda sudah berani memperbaiki sistem pendidikan Indonesia yang (agak) kacau. Tidak ada hafalan tidak ada un [CAPS]. Indah sekali hidup ini.,0,Kepada Pak Nadiem Makarim terima kasih karena anda sudah berani memperbaiki sistem pendidikan Indonesia yang (agak) kacau . Tidak ada hafalan tidak ada UN . Indah sekali hidup ini .
Tidak ada handphone yang recommended bagi jomblo sebagus apapun handphonenya kalo ngga ada yang nge chat ya percuma goblk <hashtag>,0,Tidak ada handphone yang recommended bagi jomblo sebagus apapun handphonenya kalo ngga ada yang nge chat ya percuma goblk <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
<username> di A dia setelah orang tua jemput anaknya ibu ibunya sosialita banget banyak yang ngerumpi gitu perkembangan anaknya juga cuma segitu gitu aja hafalan anaknya gak berkembang pesat beda pas di tk B orang tua masih pada umumnya padahal sama sam,0,<username> di A dia setelah orang tua jemput anaknya ibu ibunya sosialita banget banyak yang ngerumpi gitu perkembangan anaknya juga cuma segitu gitu aja hafalan anaknya gak berkembang pesat beda pas di tk B orang tua masih pada umumnya padahal sama sam
Makanya jangan sok jago waktu bicara nantang Bannser wah. [REPPUNC] Jagoan betul begitu ditangkap melempem kaya krupuk kena air dasar Sontoloyo. [REPPUNC] <link>,0,Makanya jangan sok jago waktu bicara nantang Bannser wah ... Jagoan betul begitu ditangkap melempem kaya krupuk kena air dasar Sontoloyo..... <link>
Siapakah Kau dalam puisimu <username> jika itu Mbah Moen maka sembrono sekali,1,Siapakah Kau dalam puisimu <username> jika itu Mbah Moen maka sembrono sekali
wow damai banget ya ! [REPPUNC] <hashtag>,1,wow damai banget ya !! <hashtag> <hashtag> <hashtag>
<hashtag> Hasil kerja 3 tahun <username> luar biasa.Soal banjir cuma Ahok yg paham. Anies teori melulu.,1,<hashtag> Hasil kerja 3 tahun <username> luar biasa.Soal banjir cuma Ahok yg paham. Anies teori melulu.
<username> Itu pak <username> ngapain ikut nimbrung? Emang dia punya kontribusi apa buat negara? Hadehh,0,<username> Itu pak <username> ngapain ikut nimbrung? Emang dia punya kontribusi apa buat negara? Hadehh
Capres 01 sudah membuktikan prestasinya sebagai bandar hoax nasional.,1,Capres 01 sudah membuktikan prestasinya sebagai bandar hoax nasional .
<hashtag> hahha sayang tanpa kamu minta maafpun udah aku maafin kok. Udah ya gak usah dipikirin. Mending sekarang kamu istirahat. Pasti kamu capek nanti aku anterin makanan ke rumah kamu :two_hearts:,0,<hashtag> hahha sayang tanpa kamu minta maafpun udah aku maafin kok . Udah ya gak usah dipikirin . Mending sekarang kamu istirahat . Pasti kamu capek nanti aku anterin makanan ke rumah kamu ðŸ’•
Budaya kita harus tetap terjaga dan terus dilestarikan. <hashtag> <link>,0,Budaya kita harus tetap terjaga dan terus dilestarikan . <hashtag> <link>
Pembebasan Siti Aisyah dari jerat hukum di Pengadilan Malaysia dinilai adalah langkah konkret diplomasi hukum. Hal ini layak jadi acuan langkah pemerintah hadapi persoalan serupa. <hashtag>,0,Pembebasan Siti Aisyah dari jerat hukum di Pengadilan Malaysia dinilai adalah langkah konkret diplomasi hukum . Hal ini layak jadi acuan langkah pemerintah hadapi persoalan serupa . <hashtag>
<hashtag> Kedatangan mereka ke Istana dalam rangka mengikuti proses wawancara dengan Presiden Jokowi untuk dijadikan Wakil Menteri di Kabinet Indonesia Maju. <link>,0,<hashtag> <hashtag> Kedatangan mereka ke Istana dalam rangka mengikuti proses wawancara dengan Presiden Jokowi untuk dijadikan Wakil Menteri di Kabinet Indonesia Maju . <link>
2 kali nyalon lawan Pakde joko kalah terus. Periode berikutnya lawan Gibran. Nextnya lawan Kaesang. Next lg lawan Jan ethes. Gitu aje terus sampe anggun jd duta shampo lain <hashtag>,0,2 kali nyalon lawan Pakde joko kalah terus . Periode berikutnya lawan Gibran . Nextnya lawan Kaesang . Next lg lawan Jan ethes . Gitu aje terus sampe anggun jd duta shampo lain <hashtag>
Fatal cuitan mu vroh. [REPPUNC] kau gali lubang sendiri..,0,Fatal cuitan mu vroh ... kau gali lubang sendiri ..
Soalnya kadrun sering klaim merekalah awal dari segala agama. Termasuk aliran kepercayaan Original Indonesia ini berawal dri kadrun [CAPS]. Jgn kan agama sorga aja di klaim sendiri padahal yg punya aja ga sebutin nama kadrun [CAPS]. :rolling_on_the_floor_laughing: :rolling_on_the_floor_laughing: :rolling_on_the_floor_laughing: <hashtag> krn kejujuran <username> <link>,0,Soalnya kadrun sering klaim merekalah awal dari segala agama . Termasuk aliran kepercayaan Original Indonesia ini berawal dri KADRUN . Jgn kan agama sorga aja di klaim sendiri padahal yg punya aja ga sebutin nama KADRUN . ðŸ¤£ðŸ¤£ðŸ¤£ <hashtag> krn kejujuran <username> <link>
Bukan hidup yang menjadi lebih mudah tetapi anda yang harus tumbuh menjadi lebih kuat. Jangan pernah menyerah dalam hidup temukanlah alasan dan teruslah berjuang untuk mencoba. <hashtag>,0,Bukan hidup yang menjadi lebih mudah tetapi anda yang harus tumbuh menjadi lebih kuat . Jangan pernah menyerah dalam hidup temukanlah alasan dan teruslah berjuang untuk mencoba . <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
<username> Maju aja susah apalagi mundur ?,0,<username> Maju aja susah apalagi mundur ?
Kalau orang mana tau soal dark joke baca deh buku ini isinya dark joke semua. Lelucon konyol yang lahir dari penderitaan Lina menjadi sarkasme lucu sekaligus menyedihkan secara bersamaan. Aku tertawa tapi juga ikut tersayat. Sial benar Soviet itu. <hashtag>,0,Kalau orang mana tau soal dark joke baca deh buku ini isinya dark joke semua . Lelucon konyol yang lahir dari penderitaan Lina menjadi sarkasme lucu sekaligus menyedihkan secara bersamaan . Aku tertawa tapi juga ikut tersayat . Sial benar Soviet itu . <hashtag>
Saya <hashtag> untuk legowo dalam pilpres dan segera <hashtag> ! [REPPUNC],1,Saya <hashtag> untuk legowo dalam pilpres dan segera <hashtag> !!!!
napa sih anjir liat dia makan aja ketawa gua tolol,0,napa sih anjir liat dia makan aja ketawa gua tolol
Emang klo org goblok jd menteri tuh sulit bu.. <link>,0,Emang klo org goblok jd menteri tuh sulit bu .. <link>
Ketua Umum pp [CAPS] Pemuda Muhammadiyah <username> Dalam Acara Dialog Prime News <username> Sabtu 26 Oktober 2019 Dengan Tema Kabinet Anti Radikalisme Jokowi Apa Targetnya? <hashtag> <link>,0,Ketua Umum PP Pemuda Muhammadiyah <username> Dalam Acara Dialog Prime News <username> Sabtu 26 Oktober 2019 Dengan Tema Kabinet Anti Radikalisme Jokowi Apa Targetnya? <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
<username> Lah ente Islam bukan Ngaku Islam mlah bela penghina Nabi Emang Nabinya dr nu [CAPS] Klau mau bicara adab tanya dulu sama muwafik mana adabnya sama Nabi jgn diputar balik Sontoloyo Ngaku muslim to agamanya d,0,<username> <username> <username> <username> Lah ente Islam bukan Ngaku Islam mlah bela penghina Nabi Emang Nabinya dr NU Klau mau bicara adab tanya dulu sama muwafik mana adabnya sama Nabi jgn diputar balik Sontoloyo Ngaku muslim to agamanya d
sunguh [ELONG] brani bung <username> ini menghina ulama ngaca boss anda siapa ? anda sudah benar apa blm..,1,sunggguh brani bung <username> ini menghina ulama ngaca boss anda siapa ? anda sudah benar apa blm ..
Kado terindah diawal tahun dari gubernur seiman <hashtag>,1,Kado terindah diawal tahun dari gubernur seiman <hashtag> <hashtag>
<username> Pak jokowi harusnya minta maaf lah karena kasus kemanusiaan di wamena kebakaran hutan di kalimantan dan sumatera. Tidak ada ada satupun agama yg mengajarkan radikal tolong anda ralat mengatakan islam radikal ade armando ! Jangan anda salahkan agamanya ! <hashtag>,0,<username> <username> Pak jokowi harusnya minta maaf lah karena kasus kemanusiaan di wamena kebakaran hutan di kalimantan dan sumatera . Tidak ada ada satupun agama yg mengajarkan radikal tolong anda ralat mengatakan islam radikal ade armando ! Jangan anda salahkan agamanya ! <hashtag>
<username> partai anti korupsi ya? wkwkwkwk. tai kucing berbau busuk,1,<username> <username> partai anti korupsi ya? wkwkwkwk . tai kucing berbau busuk
Agama itu bukan politik dan bukan landasan untuk berperang bukan [CAPS] agamanya [CAPS] yang [CAPS] salah [CAPS] tapi [CAPS] orangnya [CAPS] <hashtag>,1,Agama itu bukan politik dan bukan landasan untuk berperang BUKAN AGAMANYA YANG SALAH TAPI ORANGNYA <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
untun prabowo kalah lagi dan lagi <hashtag>,0,untun prabowo kalah lagi dan lagi <hashtag>
Maaf ya aku bkn perempuan yang silau sama duit. Bkn perempuan yang suka ikut tren kehidupan sosialita dandan fashion. Aku lebih suka nongkrong di warkop dari pada starbuck lebih suka jajan warung dari pada <link> dunkin breadtalk dan semacamnya.,0,Maaf ya aku bkn perempuan yang silau sama duit . Bkn perempuan yang suka ikut tren kehidupan sosialita dandan fashion . Aku lebih suka nongkrong di warkop dari pada starbuck lebih suka jajan warung dari pada <link> dunkin breadtalk dan semacamnya .
Masa anis goblok gak mungkin lahh. [REPPUNC] kalu tukang bohong iyaaIsyarat okeTertawa berguling di lantaiTertawa berguling di lantai <hashtag>,1,Masa anis goblok gak mungkin lahh...kalu tukang bohong iyaaIsyarat okeTertawa berguling di lantaiTertawa berguling di lantai <hashtag>
Ada yg lebih penting dari nia ramadhani yg ga bisa buka salak. Yaitu aku yg ga bisa buka hati kamu,0,Ada yg lebih penting dari nia ramadhani yg ga bisa buka salak . Yaitu aku yg ga bisa buka hati kamu
kami [CAPS] tak [CAPS] sudi [CAPS] mempunyai [CAPS] wakil [CAPS] rakyat [CAPS] atau [CAPS] anggota [CAPS] dpr [CAPS] ri [CAPS] yang [CAPS] menjadi [CAPS] dalang [CAPS] provokator [CAPS] aksi [CAPS] 22 mei [CAPS] ! kami [CAPS] tak [CAPS] akan [CAPS] sudi [CAPS] mengakui [CAPS] mereka [CAPS] ! arena [CAPS] mereka [CAPS] hanya [CAPS] benalu [CAPS] yang [CAPS] ingin [CAPS] menghancurkan [CAPS] kedaulatan [CAPS] nkri [CAPS] ! <hashtag>,0,KAMI TAK SUDI MEMPUNYAI WAKIL RAKYAT ATAU ANGGOTA DPR RI YANG MENJADI DALANG PROVOKATOR AKSI 22 MEI ! KAMI TAK AKAN SUDI MENGAKUI MEREKA ! ARENA MEREKA HANYA BENALU YANG INGIN MENGHANCURKAN KEDAULATAN NKRI ! <hashtag> <hashtag> <hashtag> <hashtag>
Harlah fpkb [CAPS] ke-20 Ela Siti Nuryamah: Momentum untuk Membela Kepentingan Rakyat <hashtag>,0,Harlah FPKB ke-20 Ela Siti Nuryamah: Momentum untuk Membela Kepentingan Rakyat <hashtag>
'Kartu Pra Kerja' bukan lemparan judi. Karenanya mesti dengan kalkulasi. Politik adalah langkah yang penuh dengan 'policy'. Bijak rasional sehat dan bermartabat. <hashtag>. <hashtag>,0,â€˜Kartu Pra Kerjaâ€™ bukan lemparan judi . Karenanya mesti dengan kalkulasi . Politik adalah langkah yang penuh dengan â€˜policyâ€™ . Bijak rasional sehat dan bermartabat . <hashtag> . <hashtag> <hashtag> <hashtag>
<username> Selamat Pagi Pak Fadlizon :red_heart:,0,<username> Selamat Pagi Pak Fadlizon â¤
Kenapa ya jubir jabir si <username> sll membuat sulit posisi pak <username> <link>,0,Kenapa ya jubir jabir si <username> sll membuat sulit posisi pak <username> <username> <username> <link>
Kita sudah berada pada fase kepemimpinan diktator pemimpin yang memaksakan kehendak.. Dimana dia sudah terbukti kalah [CAPS] Tapi masih ngotot ingin memimpin.. <hashtag>,0,Kita sudah berada pada fase kepemimpinan diktator pemimpin yang memaksakan kehendak .. Dimana dia sudah terbukti KALAH Tapi masih ngotot ingin memimpin .. <hashtag> <hashtag> <hashtag>
<username> paling ntar muncul nama baru dgn system yg sama. kebiasaan tinggal ganti nama ga pny inovasi. <hashtag>,0,<username> paling ntar muncul nama baru dgn system yg sama . kebiasaan tinggal ganti nama ga pny inovasi . <hashtag>
Terima kasih atas kunjungannya bapak sandiuno maaf kami tetap jokowi Begitu teriak warga Wonogiri. [EMOTICON] [EMOTICON] [EMOTICON] <hashtag>,1,Terima kasih atas kunjungannya bapak sandiuno maaf kami tetap jokowi Begitu teriak warga Wonogiri . :D :D :D <hashtag>
Ketika setelah semua kebaikan dan dukungan yang di berikan oleh sang Bapak lalu si ceo [CAPS] Anu mencoba menusuk dari belakang uninstallbukalapak ! [REPPUNC],1,Ketika setelah semua kebaikan dan dukungan yang di berikan oleh sang Bapak lalu si CEO Anu mencoba menusuk dari belakang uninstallbukalapak !!!!
pastikan anak berbudi pekerti yang baik masuk sekolah favorit. anak goblok masuk sekolah jelek saja. sudah goblok jangan ngerepotin ah <hashtag>,1,pastikan anak berbudi pekerti yang baik masuk sekolah favorit . anak goblok masuk sekolah jelek saja . sudah goblok jangan ngerepotin ah <hashtag>
Kesurupan satpam yg jaga di istana nyi roro kidul <link>,0,Kesurupan satpam yg jaga di istana nyi roro kidul <link>
sejatinya islam itu bukan yg rahmatan lil alamin tapi yg rahmatan lil monaslimin yg penting semonas maka rahmat bagi kelompoknya. <link>,0,sejatinya islam itu bukan yg rahmatan lil alamin tapi yg rahmatan lil monaslimin yg penting semonas maka rahmat bagi kelompoknya . <link>
<username> Welcome to indonesia dimana orang bakal buang otak demi pemes,1,<username> Welcome to indonesia dimana orang bakal buang otak demi pemes
<username> Klo gak ngerti mendingan diem deh. [REPPUNC] :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,0,<username> Klo gak ngerti mendingan diem deh ... ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚
<username> Woi dongo baca neh pake otak bukan pake pantat : <link>,0,<username> Woi dongo baca neh pake otak bukan pake pantat : <link>
Welcome to Indonesia dimana masker jadi mangsa cari uang. Cari masker sensi 170/box butuh 10 [ELONG] <hashtag>,1,Welcome to Indonesia dimana masker jadi mangsa cari uang. Cari masker sensi 170/box butuh 1000 <hashtag>
bagaimana menyelesaikan persamaan dan reaksi kimia jika tidak hafal unsur kimia dan sifat-sifatnya..? menghafal itu perlu pak..sesudah di hafal buat pembuktiannya..di lab lalu kalau tidak hafal nama pejuang nasional bagaimana kita mau JasMerah <username> ?,0,bagaimana menyelesaikan persamaan dan reaksi kimia jika tidak hafal unsur kimia dan sifat-sifatnya..? menghafal itu perlu pak ..sesudah di hafal buat pembuktiannya ..di lab lalu kalau tidak hafal nama pejuang nasional bagaimana kita mau JasMerah <username> ?
Saya bukan siapa2 Saya kuliah di Muhammadiyah tapi mahasiswa/i nya (maaf) masih ada yang belum sholat. Beberapa teman2 saya ada yg nu [CAPS] sekali lagi (maaf) dari mereka ada yang suka menjustifikasi kalau selain nu [CAPS] berarti salah <hashtag> Jadi sikap saya seharusnya bagaimana?,0,Saya bukan siapa2 Saya kuliah di Muhammadiyah tapi mahasiswa/i nya (maaf) masih ada yang belum sholat . Beberapa teman2 saya ada yg NU sekali lagi (maaf) dari mereka ada yang suka menjustifikasi kalau selain NU berarti salah <hashtag> Jadi sikap saya seharusnya bagaimana?
<username> Suruh keluar tuh daia,0,<username> <username> Suruh keluar tuh daia
Nonton Podcast Deddy Corbuzier jujur gak kuat nyelesain sampai akhir karena dah bisa prediksi nih sepanjang video Kekeyi terus diajak ngobrol pakai sarkasme dan cerita bohong. Kekeyi ga seberuntung kita yang punya akses ke dunia luar dan tau siapa itu Naomi Scott atau Shakira.,0,Nonton Podcast Deddy Corbuzier jujur gak kuat nyelesain sampai akhir karena dah bisa prediksi nih sepanjang video Kekeyi terus diajak ngobrol pakai sarkasme dan cerita bohong . Kekeyi ga seberuntung kita yang punya akses ke dunia luar dan tau siapa itu Naomi Scott atau Shakira .
Andre anggota dewan yang terhormat hasil karya menjebak kaum lemah seorang psk <hashtag>,1,Andre anggota dewan yang terhormat hasil karya menjebak kaum lemah seorang psk <hashtag>
Dibikin tolol duaduanya sama rerenjing <link>,0,Dibikin tolol duaduanya sama rerenjing <link>
<username> jenderal nan humanis dan tamam dengan mendapat reaksi <hashtag>,0,<username> jenderal nan humanis dan tamam dengan mendapat reaksi <hashtag>
<username> padang itu surga yaa. [REPPUNC] tuh [ELONG] aceh yg disebut serambi mekkah nya indonesia sj kena azabðÿ :trade_mark: 'ngak usah bawa2 tuhan hanya utk menyungguhkan akhlak bejatmu om dre ðÿ :trade_mark: ,1,<username> <username> <username> padang itu surga yaa....tuhhh aceh yg disebut serambi mekkah nya indonesia sj kena azabÃ°Ã¿â„¢â€šngak usah bawa2 tuhan hanya utk menyungguhkan akhlak bejatmu om dre Ã°Ã¿â„¢Â
<username> kalau anda tidak sekaya ardhi Bakrie jangan ngarep dapet seseorang secantik Nia Ramadhani,1,<username> kalau anda tidak sekaya ardhi Bakrie jangan ngarep dapet seseorang secantik Nia Ramadhani
